language,glottocode,id_word,meaning_id,lemma,ipa,definition,morphology,annotator,pos,reference,meaning_ru,examples
Kubachi,kuba1248,6170,1,цIа,c'-a,"-лдил, -лла; -ме; цIалла ппужала искра огня; цIалла ххалкка головешка; цIа дялшунзив пожарник; цIа бикIви зажечь огонь; цIа бяххи потушить огонь; гъюгълалла цIа костёр хвороста; цIалжил ттяхIчивидижи обряд. перепрыгнуть через костёр; цIалтал эххе хвалазиб бихва страх перед огнем бывает большим; укIилла цIа огонь души (букв. огонь сердца); цIал итIул сав гал у мальчика высокая температура (букв. мальчик пышет огнем); гьава цIалитIул саб жара (букв. воздух пышет огнем). ♦ ЦIалла хъал комната с очагом (букв. комната огня). ♦ Гуми цIа огнище (букв. звукоп. от звука горения большого костра). ♦ ЦIа абхале, булкьа либабихва погов. нет дыма без огня (букв. без огня дыма не бывает).","-лдил, -лла; -ме",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",огонь,"цIалла ппужала искра огня; цIалла ххалкка головешка; цIа дялшунзив пожарник; цIа бикIви зажечь огонь; цIа бяххи потушить огонь; гъюгълалла цIа костёр хвороста; цIалжил ттяхIчивидижи обряд. перепрыгнуть через костёр; цIалтал эххе хвалазиб бихва страх перед огнем бывает большим; укIилла цIа огонь души (букв. огонь сердца); цIал итIул сав гал у мальчика высокая температура (букв. мальчик пышет огнем); гьава цIалитIул саб жара (букв. воздух пышет огнем). ♦ ЦIалла хъал комната с очагом (букв. комната огня). ♦ Гуми цIа огнище (букв. звукоп. от звука горения большого костра). ♦ ЦIа абхале, булкьа либабихва погов. нет дыма без огня (букв. без огня дыма не бывает)."
Kubachi,kuba1248,6171,2,цIа,c'-a,,,Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",костёр,
Kubachi,kuba1248,6172,3,цIа,c'-a,,,Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",страсть,
Kubachi,kuba1248,6173,4,цIа,c'-a,,,Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",температура тела,
Kubachi,kuba1248,6174,5,цIа,c'-a,,,Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",жара,
Kubachi,kuba1248,6175,1,цIа/бӣкIв-и(й),c'-a-/-b-i:-k'-w-i-(-j-),"ІІІ (мн. цIамедикIви), -и, -ул, -узиб; -а; несов.; абадил акъанаб цIабикIвул сай мать разжигает огонь в камине. сов. цIабикIви.","ІІІ (мн. цIамедикIви), -и, -ул, -узиб; -а; несов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",разжигать огонь,абадил акъанаб цIабикIвул сай мать разжигает огонь в камине. сов. цIабикIви.
Kubachi,kuba1248,6176,1,цIа/бикIв-и(й),c'-a-/-b-i-k'-w-i-(-j-),"ІІІ (мн. цIамедикIви), -ай, -уб, -убзиб, -а; сов.; абадил акъанаб цIабикIвай мать разожгла огонь в камине. несов. цIабӣкIви.","ІІІ (мн. цIамедикIви), -ай, -уб, -убзиб, -а; сов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",разжечь огонь,абадил акъанаб цIабикIвай мать разожгла огонь в камине. несов. цIабӣкIви.
Kubachi,kuba1248,6177,1,цIа/гьаттӣч-и(й),c'-a-/-h-a-tt-i:-č-i-(-j-),"ед. и мн. ІІІ, -и, /гьаттикул, /гьаттикузиб, -е; несов.; кумхха цIагьаттикул бара беси чуть не загорелся сеновал. сов. цIагьаттичи.","ед. и мн. ІІІ, -и, /гьаттикул, /гьаттикузиб, -е; несов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",загораться,кумхха цIагьаттикул бара беси чуть не загорелся сеновал. сов. цIагьаттичи.
Kubachi,kuba1248,6178,1,цIа/гьаттич-и(й),c'-a-/-h-a-tt-i-č-i-(-j-),"ед. и мн ІІІ, -е, -иб, -ибзиб, -е; сов.; талал ниссила ккумхха цIагьаттичибжудде в прошлом у нас загорелся сеновал. несов. цIагьаттӣчи.","ед. и мн ІІІ, -е, -иб, -ибзиб, -е; сов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",зажечься,талал ниссила ккумхха цIагьаттичибжудде в прошлом у нас загорелся сеновал. несов. цIагьаттӣчи.
Kubachi,kuba1248,6179,1,цIа/катта̄т-и(й),c'-a-/-k-a-tt-a:-t-i-(-j-),"ед. и мн ІІІ, -а, -ул, -узиб, -и; несов.; дубалла хъинчлиже цIакаттатул тисабжин видел, как разряд молнии ударил в макушку горы. сов. цIакаттати.","ед. и мн ІІІ, -а, -ул, -узиб, -и; несов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",ударять молнией,"дубалла хъинчлиже цIакаттатул тисабжин видел, как разряд молнии ударил в макушку горы. сов. цIакаттати."
Kubachi,kuba1248,6180,1,цIа/каттат-и(й),c'-a-/-k-a-tt-a-t-i-(-j-),"ед. и мн ІІІ, -и, -ул, -узиб, -и; сов.; дубалла хъинчлиже цIакаттати разряд молнии ударил в макушку горы. несов. цIакатта̄ ти.","ед. и мн ІІІ, -и, -ул, -узиб, -и; сов.",Polina Khutkina,verb,"Magomedov, Saidov-Akkutta, 2016",ударить молнией,дубалла хъинчлиже цIакаттати разряд молнии ударил в макушку горы. несов. цIакатта̄ ти.
Kubachi,kuba1248,6181,1,цIабга,c'-a-b-g-a,"-лдил, -лла; цIабгне; ва дила цIабга поэт. моя любимая птичка (ласковое обращение к детям); цIалгуб бецIибзиб цIабга испеченная в золе булочка. ♦ ЦIабга бецIи цIая либ фольк. есть и огонь, чтобы испечь булочку.","-лдил, -лла; цIабгне",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",перепелка,"ва дила цIабга поэт. моя любимая птичка (ласковое обращение к детям); цIалгуб бецIибзиб цIабга испеченная в золе булочка. ♦ ЦIабга бецIи цIая либ фольк. есть и огонь, чтобы испечь булочку."
Kubachi,kuba1248,6182,2,цIабга,c'-a-b-g-a,,,Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",булочка,
Kubachi,kuba1248,6183,1,цIабикIван,c'-a-b-i-k'-w-a-n,"-нидил, -на; -те; галдил цIабикIванте исбишккалла кьванилил гьатталчин мальчик взял из спичечной коробки палочки с зажигательной головкой.","-нидил, -на; -те",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",палочка с зажигательной головкой,галдил цIабикIванте исбишккалла кьванилил гьатталчин мальчик взял из спичечной коробки палочки с зажигательной головкой.
Kubachi,kuba1248,6184,1,цIабикьала,c'-a-b-i-q'-a-l-a,"-лдил, -лла; мн.; диквла бутIалже кIвише ламт чикатIал, гIяхсиб цIабикьала ага если на кусочек кизяка налить керосин, получается хорошее средство для разведения огня; махъв усулла кам цIабикьала дикьле буццихъу кору березы используют для разжигания огня; ламт гIяхсиб цIабикьала саб керосин – это хорошее топливо.","-лдил, -лла; мн.",Polina Khutkina,noun,"Magomedov, Saidov-Akkutta, 2016",легко воспламеняющее вещество,"диквла бутIалже кIвише ламт чикатIал, гIяхсиб цIабикьала ага если на кусочек кизяка налить керосин, получается хорошее средство для разведения огня; махъв усулла кам цIабикьала дикьле буццихъу кору березы используют для разжигания огня; ламт гIяхсиб цIабикьала саб керосин – это хорошее топливо."
